"data.title"	"data.publication_date"	"data.summary"	"data.url"	"data.ticker"	"data.figi_ticker"	"data.figi"	"result_count"	"page_size"	"current_page"	"total_pages"	"api_call_credits"
"Pfizer’s Eighth Consecutive Quarter of Revenue Growth"	"2016-12-09T19:35:28.000+00:00"	"Pfizer’s Eighth Consecutive Quarter of Revenue Growth"	"http://marketrealist.com/2016/12/pfizers-eighth-consecutive-quarter-of-revenue-growth/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Biogen gains on new Eli Lilly Alzheimer’s data, as beta-amyloid hypothesis ‘lives to see another day’"	"2016-12-09T17:55:27.000+00:00"	"Biogen gains on new Eli Lilly Alzheimer’s data, as beta-amyloid hypothesis ‘lives to see another day’"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=FDE25AB0-BE13-11E6-A55C-7986D69D84E4&siteid=yhoof2"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Ex-Dividend Reminder: Merck, Solar Capital and Community Trust Bancorp"	"2016-12-09T16:58:09.000+00:00"	"Looking at the universe of stocks we cover at Dividend Channel on 12 13 16 Merck amp Co Inc Symbol MRK Solar Capital Limited Symbol SLRC and Community Trust Bancorp Inc Symbol CTBI will all trade ex dividend for their respective upcoming dividends Merck amp Co Inc will pay"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mfLA9jo0ktQ/ex-dividend-reminder-merck-solar-capital-and-community-trust-bancorp-cm719315"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Listing the Reasons behind Pfizer’s Discounted Price-to-Earnings"	"2016-12-09T16:24:00.000+00:00"	"Listing the Reasons behind Pfizer’s Discounted Price-to-Earnings"	"http://marketrealist.com/2016/12/listing-the-reasons-behind-pfizers-discounted-price-to-earnings/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"S&P 500, Dow hit intraday records, on track for weekly gains"	"2016-12-09T16:07:46.000+00:00"	"S&P 500, Dow hit intraday records, on track for weekly gains"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=F03CFA06-BDF4-11E6-A55C-7986D69D84E4&siteid=yhoof2"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Eli Lilly Continues Alzheimer's Push After Flop, Biogen Extends Rise"	"2016-12-09T14:39:25.000+00:00"	"Eli Lilly Continues Alzheimer's Push After Flop, Biogen Extends Rise"	"http://www.investors.com/news/technology/biogen-alzheimers-drug-shows-more-promise-lilly-data-tonight/"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Johnson & Johnson’s Revenue Trend in 3Q16"	"2016-12-09T14:36:22.000+00:00"	"Johnson & Johnson’s Revenue Trend in 3Q16"	"http://marketrealist.com/2016/12/johnson-johnsons-revenue-trend-in-3q16/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"How Does Johnson & Johnson’s Valuation Compare to Its Peers?"	"2016-12-09T13:06:42.000+00:00"	"How Does Johnson & Johnson’s Valuation Compare to Its Peers?"	"http://marketrealist.com/2016/12/how-does-johnson-johnsons-valuation-compare-to-its-peers/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Asian shares meander as ECB-inspired rally fades"	"2016-12-09T03:05:17.000+00:00"	"Asian shares meander as ECB-inspired rally fades"	"http://sg.finance.yahoo.com/news/us-indexes-back-away-record-150920558.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Health care sector suffers: Time to buy the dip?"	"2016-12-08T21:18:00.000+00:00"	"Health care sector suffers: Time to buy the dip?"	"http://finance.yahoo.com/video/health-care-sector-suffers-time-211800961.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Millennium Management Makes Billion-Dollar Investments in These 2 Consumer Stocks, Plus Big Moves in Merck, CMS, More"	"2016-12-08T20:09:59.000+00:00"	"Millennium Management Makes Billion-Dollar Investments in These 2 Consumer Stocks, Plus Big Moves in Merck, CMS, More"	"http://www.insidermonkey.com/blog/millennium-management-makes-billion-dollar-investments-in-these-2-consumer-stocks-plus-big-moves-in-merck-cms-more-489476/"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"The Zacks Analyst Blog Highlights: MasterCard, Merck, Cisco and Visa"	"2016-12-08T16:59:24.000+00:00"	"For Immediate Release Chicago IL December 08 2016 Zacks com announces the list of stocks featured in the Analyst Blog Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets Stocks recently featured in the blog"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/aC-2jgGYrQ8/the-zacks-analyst-blog-highlights-mastercard-merck-cisco-and-visa-cm718681"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Dogs of the Dow"	"2016-12-08T16:48:00.000+00:00"	"Dogs of the Dow"	"http://finance.yahoo.com/video/dogs-dow-164800745.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"U.S. Stocks Climb, Extending Rally"	"2016-12-08T16:23:00.000+00:00"	"U.S. Stocks Climb, Extending Rally"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/F5Ii-nshTns/us-stocks-climb-extending-rally-20161208-00811"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Gilead Sciences: We Can Get Past This…"	"2016-12-08T15:08:00.000+00:00"	"Gilead Sciences: We Can Get Past This…"	"http://blogs.barrons.com/stockstowatchtoday/2016/12/08/gilead-sciences-we-can-get-past-this/?mod=yahoobarrons&ru=yahoo"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"2 Ways To Profit From Accelerated R&D Spending"	"2016-12-08T14:59:59.000+00:00"	"InvestorPlace InvestorPlace Stock Market News Stock Advice amp Trading Tips Recently I discussed the encouraging growth in research and development spending in the most recent U S GDP report issued by the Bureau of Economic Analysis BEA While GDP growth"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/eUTQnYVLs70/2-ways-to-profit-from-accelerated-rd-spending-cm718495"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Patients' Right To Try Should Not Be A License To Fleece Them"	"2016-12-08T13:15:00.000+00:00"	"Patients' Right To Try Should Not Be A License To Fleece Them"	"http://www.forbes.com/sites/bernardmunos/2016/12/08/patients-right-to-try-should-not-be-a-license-to-fleece-them/?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Joining the Index Is No Way to Beat It"	"2016-12-08T12:00:00.000+00:00"	"Joining the Index Is No Way to Beat It"	"http://news.morningstar.com/articlenet/article.aspx?id=783881&SR=Yahoo"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Stocks Advance After Wall Street Highs"	"2016-12-08T08:13:00.000+00:00"	"Stocks Advance After Wall Street Highs"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/a9FlUXQzMqw/stocks-advance-after-wall-street-highs-20161208-00082"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Stocks Advance as ECB Extends Asset Purchases"	"2016-12-08T04:05:00.000+00:00"	"Stocks Advance as ECB Extends Asset Purchases"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/RXPlBMHOToM/stocks-advance-as-ecb-extends-asset-purchases-20161208-00440"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"U.S. Stocks Little Changed; Euro Slides"	"2016-12-08T04:05:00.000+00:00"	"U.S. Stocks Little Changed; Euro Slides"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/c-jy4vysmfI/us-stocks-little-changed-euro-slides-20161208-00686"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"U.S. Stocks Climb; Euro Slides"	"2016-12-08T04:05:00.000+00:00"	"U.S. Stocks Climb; Euro Slides"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/GMuVccSx8Zs/us-stocks-climb-euro-slides-20161208-00800"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Global Blood Therapeutics: Short-Sellers Could Be In For A Ride"	"2016-12-07T23:56:17.000+00:00"	"By Decision Analytics ByDecision Analytics I have written about Global Blood Therapeutics GBT before here In my prior article I addressed a number of fairly legitimate concerns people have cited about the stock and its lead drug for sickle cell disease SCD called GBT 440 and"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/l60U57gQQA8/global-blood-therapeutics-short-sellers-could-be-in-for-a-ride-cm718328"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Close Update: Dow Closes At Another Record High as Trump-Rally Continues; Drug Makers Under Pressure"	"2016-12-07T21:56:04.000+00:00"	"Wall Street continued its meteoric rise on Wednesday with the Dow Jones Industrial Average and S amp P 500 setting new all time highs as sizable gains in interest rate sensitive sectors upstaged a selling spree in stocks of drug makers Wall Street continued its meteoric rise on Wednesday with"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zZoNsUdiCZs/close-update-dow-closes-at-another-record-high-as-trump-rally-continues-drug-makers-under-pressure-cm718294"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Top Research Reports for Cisco, Merck & MasterCard"	"2016-12-07T20:56:49.000+00:00"	"Wednesday December 7 2016 Today s Research Daily features new research reports on 16 major stocks including MasterCard MA Merck MRK and Cisco CSCO Buy rated MasterCard shares have struggled this year but they have performed relatively better compared to Visa V and its broacer"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/bIRgp_metcU/top-research-reports-for-cisco-merck-mastercard-cm718290"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"New Data from the Largest Ongoing Observational Study Assessing Shingles Vaccine Effectiveness Presented at Canadian Immunization Conference"	"2016-12-07T19:56:00.000+00:00"	"[CNW Group] - New Data from the Largest Ongoing Observational Study Assessing Shingles Vaccine Effectiveness Presented at Canadian Immunization Conference"	"http://finance.yahoo.com/news/data-largest-ongoing-observational-study-195600798.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Dow Movers: PFE, WMT"	"2016-12-07T16:58:07.000+00:00"	"In early trading on Wednesday shares of Wal Mart Stores WMT topped the list of the day s best performing Dow Jones Industrial Average components trading up 1 1 Year to date Wal Mart Stores registers a 14 4 gain And the worst performing Dow component thus far on the day is"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/moY3SeTaxMA/dow-movers-pfe-wmt-cm718043"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Why AstraZeneca plc Stock Slumped in November"	"2016-12-07T16:57:55.000+00:00"	"What happened According to data from S amp P Global Market Intelligence AstraZeneca s NYSE AZN shares fell by more than 8 last month The main culprit behind the drugmaker s poor showing in November was a disappointing third quarter earnings release Of particular"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/sPe4_7C_PzE/why-astrazeneca-plc-stock-slumped-in-november-cm718036"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Slumps in Healthcare Pause Market Gains"	"2016-12-07T16:30:00.000+00:00"	"Slumps in Healthcare Pause Market Gains"	"http://finance.yahoo.com/news/slumps-healthcare-pause-market-gains-163000523.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"David Einhorn’s Investment Guidance at the Robin Hood Conference"	"2016-12-07T15:43:24.000+00:00"	"David Einhorn’s Investment Guidance at the Robin Hood Conference"	"http://marketrealist.com/2016/12/investment-ideas-david-einhorn-robin-hood-conference/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Dow, S&P 500 set intraday records, but health-care slumps on Trump"	"2016-12-07T15:37:12.000+00:00"	"Dow, S&P 500 set intraday records, but health-care slumps on Trump"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=F5A5DBF2-BC64-11E6-B2C4-457F0A421E12&siteid=yhoof2"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Drug Stocks Tumble After Trump Vows to Pressure Prices"	"2016-12-07T15:36:58.000+00:00"	"Drug Stocks Tumble After Trump Vows to Pressure Prices"	"http://blogs.wsj.com/moneybeat/2016/12/07/drug-stocks-tumble-after-trump-vows-to-pressure-drug-prices/?mod=yahoo_hs"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Dow, S&P 500 Go Positive As Stocks Pare Losses; Dave & Buster's Pops 14%"	"2016-12-07T15:33:35.000+00:00"	"Dow, S&P 500 Go Positive As Stocks Pare Losses; Dave & Buster's Pops 14%"	"http://www.investors.com/market-trend/stock-market-today/dow-s-dave-busters-pops-14/"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Why AstraZeneca plc Stock Slumped in November"	"2016-12-07T15:21:07.000+00:00"	"Why AstraZeneca plc Stock Slumped in November"	"http://www.fool.com/investing/2016/12/07/why-astrazeneca-plc-stock-slumped-in-november.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"MARKET SNAPSHOT: Dow, S&P 500 Set Intraday Records, But Health-care Slumps On Trump"	"2016-12-07T11:33:00.000+00:00"	"MARKET SNAPSHOT: Dow, S&P 500 Set Intraday Records, But Health-care Slumps On Trump"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8s2VTtWN9xo/market-snapshot-dow-sp-500-set-intraday-records-but-healthcare-slumps-on-trump-20161207-00663"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"KEYTRUDA® (pembrolizumab) Demonstrated Improved Health-Related Quality of Life Compared to Chemotherapy in First-Line Treatment of Patients with Metastatic Non-Small Cell Lung Cancer (NSCLC)"	"2016-12-07T07:45:00.000+00:00"	"KEYTRUDA® (pembrolizumab) Demonstrated Improved Health-Related Quality of Life Compared to Chemotherapy in First-Line Treatment of Patients with Metastatic Non-Small Cell Lung Cancer (NSCLC)"	"http://uk.finance.yahoo.com/news/keytruda-pembrolizumab-demonstrated-improved-health-074500897.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Merck Announces Positive HRQoL Findings From Phase 3 KEYNOTE-024 Study"	"2016-12-07T03:06:00.000+00:00"	"Merck Announces Positive HRQoL Findings From Phase 3 KEYNOTE-024 Study"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3v6f_blYUKM/merck-announces-positive-hrqol-findings-from-phase-3-keynote024-study-20161207-00066"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Lilly: Jardiance Label to Add Cardiovascular Indication"	"2016-12-06T21:25:44.000+00:00"	"Eli Lilly amp Company LLY recently announced that the FDA 160 has approved the inclusion of cardiovascular CV risk reduction data from the EMPA REG OUTCOME study on its type II diabetes drug Jardiance s SGLT 2 inhibitor label Jardiance was approved in 2014 for lowering blood sugar"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6HczQVYMSEk/lilly-jardiance-label-to-add-cardiovascular-indication-cm717564"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Noteworthy ETF Inflows: XLV, MRK, AMGN, GILD"	"2016-12-06T21:21:03.000+00:00"	"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the Health Care Select Sector SPDR Fund Symbol XLV where we have detected an approximate 256 1 million dollar inflow that s a 1 9 increase week over week"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/LPCEQaq2a_k/noteworthy-etf-inflows-xlv-mrk-amgn-gild-cm717420"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"One Put, One Call Option To Know About for Merck & Co"	"2016-12-06T21:20:58.000+00:00"	"Consistently one of the more popular stocks people enter into their stock options watchlist at Stock Options Channel is Merck amp Co Inc Symbol MRK So this week we highlight one interesting put contract and one interesting call contract from the June 2017 expiration for MRK The"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/epLOhwk5iNU/one-put-one-call-option-to-know-about-for-merck-co-cm717417"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Lilly: Jardiance Label to Add Cardiovascular Indication"	"2016-12-06T15:36:03.000+00:00"	"Lilly: Jardiance Label to Add Cardiovascular Indication"	"http://finance.yahoo.com/news/lilly-jardiance-label-add-cardiovascular-153603583.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Updated KEYTRUDA® (pembrolizumab) Data in Small Cell Lung Cancer and Mesothelioma Presented at 17th World Conference on Lung Cancer"	"2016-12-06T13:20:00.000+00:00"	"[Business Wire] - Merck , known as MSD outside the United States and Canada, today announced that updated findings from the phase 1b KEYNOTE-028 study investigating the use of KEYTRUDA® , the company’s anti-PD-1 therapy, in previously treated patients with advanced small cell lung cancer and malignant pleural mesothelioma, showed clinical activity and durable responses in some patients."	"http://finance.yahoo.com/news/updated-keytruda-pembrolizumab-data-small-132000055.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"What Analysts Are Estimating for Merck in 2016 and 2017"	"2016-12-06T13:05:21.000+00:00"	"What Analysts Are Estimating for Merck in 2016 and 2017"	"http://marketrealist.com/2016/11/what-analysts-are-estimating-for-merck-in-2016-and-2017/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Merck to Participate at the Citi 2016 Global Healthcare Conference"	"2016-12-06T13:00:00.000+00:00"	"[Business Wire] - Merck , known as MSD outside the United States and Canada, announced today that Dr. Roger M. Perlmutter, president, Merck Research Laboratories, is scheduled to participate at the Citi 2016 Global Healthcare Conference in New York on Dec."	"http://finance.yahoo.com/news/merck-participate-citi-2016-global-130000358.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"U.S. 'Disappointed' by Japan's Plan to Cut Drug Costs"	"2016-12-06T02:35:00.000+00:00"	"U.S. 'Disappointed' by Japan's Plan to Cut Drug Costs"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/poTbgndJTLE/us-disappointed-by-japans-plan-to-cut-drug-costs-20161206-00047"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"KEYTRUDA® (pembrolizumab) Treatment Results in Patients with Relapsed or Refractory Classical Hodgkin Lymphoma (cHL) Presented at 58th Annual Meeting of the American Society of Hematology"	"2016-12-06T00:30:00.000+00:00"	"[Business Wire] - Merck , known as MSD outside the United States and Canada, announced today updated findings evaluating KEYTRUDA® , the company’s anti-PD-1 therapy, in two trials of patients with relapsed or refractory classical Hodgkin lymphoma ."	"http://finance.yahoo.com/news/keytruda-pembrolizumab-treatment-results-patients-003000855.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Nasdaq Leads As Techs Rally; Nike Runs Ahead On Dow, But Merck Weighs"	"2016-12-05T21:08:48.000+00:00"	"Nasdaq Leads As Techs Rally; Nike Runs Ahead On Dow, But Merck Weighs"	"http://www.investors.com/market-trend/stock-market-today/nasdaq-leads-as-techs-rally-nike-runs-ahead-on-dow-but-merck-weighs/"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"At What Cost? Weighing A Cure For Cancer Against Its Pricetag"	"2016-12-05T18:38:00.000+00:00"	"At What Cost? Weighing A Cure For Cancer Against Its Pricetag"	"http://www.forbes.com/sites/kathryndill/2016/12/05/at-what-cost-parsing-price-at-forbes-healthcare-summit/?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Inside Merck’s Profitability after 3Q16"	"2016-12-05T16:05:22.000+00:00"	"Inside Merck’s Profitability after 3Q16"	"http://marketrealist.com/2016/11/inside-mercks-profitability-after-3q16/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Updated KEYTRUDA® (pembrolizumab) Findings in Patients with Relapsed or Refractory Primary Mediastinal Large B-Cell Lymphoma Presented at 58th Annual Meeting of the American Society of Hematology"	"2016-12-05T15:42:00.000+00:00"	"[Business Wire] - Merck , known as MSD outside the United States and Canada, announced today study findings demonstrating that KEYTRUDA® , the company’s anti-PD-1 therapy, achieved an overall response rate of 41 percent with follow-up of up to 27 months in patients with relapsed or refractory primary mediastinal large B-cell lymphoma , a type of non-Hodgkin lymphoma, who were ineligible for or failed to respond to autologous ..."	"http://finance.yahoo.com/news/updated-keytruda-pembrolizumab-findings-patients-154200016.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Kite Pharma Begins Filing for KTE-C19, Presents Data at ASH"	"2016-12-05T15:20:03.000+00:00"	"Kite Pharma Begins Filing for KTE-C19, Presents Data at ASH"	"http://finance.yahoo.com/news/kite-pharma-begins-filing-kte-152003840.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Merck CEO Ken Frazier Is A Quote Machine"	"2016-12-04T13:00:00.000+00:00"	"Merck CEO Ken Frazier Is A Quote Machine"	"http://www.forbes.com/sites/kathryndill/2016/12/04/merck-ceo-ken-frazier-is-a-quote-machine/?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Why Bristol-Myers Squibb Co. Stock Surged in November"	"2016-12-03T14:43:06.000+00:00"	"Why Bristol-Myers Squibb Co. Stock Surged in November"	"http://www.fool.com/investing/2016/12/03/why-bristol-myers-squibb-co-stock-surged-in-novemb.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Tech Data’s board gets more diverse with addition of former Merck executive"	"2016-12-02T20:05:09.000+00:00"	"Tech Data’s board gets more diverse with addition of former Merck executive"	"http://www.bizjournals.com/tampabay/news/2016/12/02/tech-data-s-board-gets-more-diverse-with-addition.html?ana=yahoo"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Merck & Co., Inc. (MRK) Gets Coveted Approval For Keytruda"	"2016-12-02T18:17:22.000+00:00"	"Merck & Co., Inc. (MRK) Gets Coveted Approval For Keytruda"	"http://www.insidermonkey.com/blog/merck-co-inc-mrk-gets-coveted-approval-for-keytruda-496981/"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"AbbVie’s Venclexta May Become Promising Multiple Myeloma Therapy"	"2016-12-02T16:04:22.000+00:00"	"AbbVie’s Venclexta May Become Promising Multiple Myeloma Therapy"	"http://marketrealist.com/2016/11/venclexta-may-become-promising-multiple-myeloma-therapy-future-years/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Acute Myeloid Leukemia: Growth Opportuny for AbbVie’s Venclexta?"	"2016-12-02T15:04:14.000+00:00"	"Acute Myeloid Leukemia: Growth Opportuny for AbbVie’s Venclexta?"	"http://marketrealist.com/2016/11/acute-myeloid-leukemia-may-offer-significant-growth-opportunities-venclexta-future-years/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Merck's Keytruda Gets Priority Review for Hodgkin Lymphoma"	"2016-12-02T14:52:02.000+00:00"	"Merck's Keytruda Gets Priority Review for Hodgkin Lymphoma"	"http://finance.yahoo.com/news/mercks-keytruda-gets-priority-review-145202467.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Merck KGaA (MKGAF) Expands Distribution Deal with Roche"	"2016-12-02T13:57:01.000+00:00"	"Merck KGaA (MKGAF) Expands Distribution Deal with Roche"	"http://finance.yahoo.com/news/merck-kgaa-mkgaf-expands-distribution-135701070.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Keytruda Is Merck’s Immuno-Oncology Business"	"2016-12-02T13:04:59.000+00:00"	"Keytruda Is Merck’s Immuno-Oncology Business"	"http://marketrealist.com/2016/11/keytruda-is-mercks-immuno-oncology-business/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Label Expansion May Boost Venclexta’s Growth Prospects"	"2016-12-02T13:04:23.000+00:00"	"Label Expansion May Boost Venclexta’s Growth Prospects"	"http://marketrealist.com/2016/11/label-expansion-may-boost-venclextas-growth-prospects-future-years/?utm_source=yahoo&utm_medium=feed"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Pharma Stock Roundup: Nivalis Falls on Study Data, Priority Reviews for Merck's Keytruda"	"2016-12-02T11:40:11.000+00:00"	"Pharma Stock Roundup: Nivalis Falls on Study Data, Priority Reviews for Merck's Keytruda"	"http://finance.yahoo.com/news/pharma-stock-roundup-nivalis-falls-114011277.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"ARDM Out Of Orbit, CLSN To Report Data In Q1, MRK Seeks New Use For Old Drug"	"2016-12-02T00:18:00.000+00:00"	"ARDM Out Of Orbit, CLSN To Report Data In Q1, MRK Seeks New Use For Old Drug"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4z1zwlFqxWk/ardm-out-of-orbit-clsn-to-report-data-in-q1-mrk-seeks-new-use-for-old-drug-20161202-00002"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
"Merck wins UK okay for Keytruda in lung cancer after price cut"	"2016-12-02T00:01:01.000+00:00"	"[Reuters - UK Focus] - Britain's healthcare cost-effectiveness watchdog NICE has recommended use of Merck's immunotherapy drug Keytruda in certain lung cancer patients, after the U.S. drugmaker cut the price further for the ..."	"http://uk.finance.yahoo.com/news/merck-wins-uk-okay-keytruda-000101240.html"	"MRK"	"MRK:US"	"BBG000BPD168"	"4164"	"100"	"34"	"42"	"1"
